1987,0.51525
1988,0.493
1989,0.56967
1990,0.72825
1991,0.66208
1992,0.59083
1993,0.5155
1994,0.49033
1995,0.54258
1996,0.61883
1997,0.60367
1998,0.42783
1999,0.54175
2000,0.85925
2001,0.7405
2002,0.72267
2003,0.88517
2004,1.1797
2005,1.5587
2006,1.8219
2007,2.0593
2008,2.4483
2009,1.6591
2010,2.0923
2011,2.795
2012,2.9397
2013,2.8129
2014,2.6123
2015,1.6117
2016,1.3907
